abandonment	abandon|||verb|||—abandonment
uninhibitedly	uninhibited|||adjective|||—uninhibitedly
unintelligibly	unintelligible|||adjective|||—unintelligibly
unintentionally	unintentional|||adjective|||—unintentionally
uninterruptedly	uninterrupted|||adjective|||—uninterruptedly
unionist	unionism|||noun|||—unionist
unionization	unionize|||verb|||—unionized,—unionization
unionized	unionize|||verb|||—unionized,—unionization
uniqueness	unique|||adjective|||—uniqueness
universality	universal|||adjective|||—universality
unjustifiably	unjustifiable|||adjective|||—unjustifiably
unjustly	unjust|||adjective|||—unjustly
unkindly	unkind|||adjective|||—unkindly,—unkindness
unkindness	unkind|||adjective|||—unkindly,—unkindness
unknowingly	unknowing|||adjective|||—unknowingly
unlawfully	unlawful|||adjective|||—unlawfully
unluckily	unlucky|||adjective|||—unluckily
unmistakably	unmistakable|||adjective|||—unmistakably
unnaturally	unnatural|||adjective|||—unnaturally
unnecessarily	unnecessary|||adjective|||—unnecessarily
unnerving	unnerve|||verb|||—unnerving
unobtrusively	unobtrusive|||adjective|||—unobtrusively
unofficially	unofficial|||adjective|||—unofficially
unpardonably	unpardonable|||adjective|||—unpardonably
unpleasantly	unpleasant|||adjective|||—unpleasantly
unpopularity	unpopular|||adjective|||—unpopularity
unprecedentedly	unprecedented|||adjective|||—unprecedentedly
unpredictability	unpredictable|||adjective|||—unpredictably,—unpredictability
unpredictably	unpredictable|||adjective|||—unpredictably,—unpredictability
unprofessionally	unprofessional|||adjective|||—unprofessionally
unquestionable	unquestionably|||adverb|||—unquestionable
unquestioningly	unquestioning|||adjective|||—unquestioningly
unrealistically	unrealistic|||adjective|||—unrealistically
unreality	unreal|||adjective|||—unreality
unreasonably	unreasonable|||adjective|||—unreasonably
unremittingly	unremitting|||adjective|||—unremittingly
unrepentantly	unrepentant|||adjective|||—unrepentantly
unruliness	unruly|||adjective|||—unruliness
unscrupulously	unscrupulous|||adjective|||—unscrupulously
unseasonable	unseasonably|||adverb|||—unseasonable
unseeingly	unseeing|||adjective|||—unseeingly
unselfishly	unselfish|||adjective|||—unselfishly,—unselfishness
unselfishness	unselfish|||adjective|||—unselfishly,—unselfishness
unspeakably	unspeakable|||adjective|||—unspeakably
unsteadily	unsteady|||adjective|||—unsteadily,—unsteadiness
unsteadiness	unsteady|||adjective|||—unsteadily,—unsteadiness
unstintingly	unstinting|||adjective|||—unstintingly
unsuccessfully	unsuccessful|||adjective|||—unsuccessfully
unsurprisingly	unsurprising|||adjective|||—unsurprisingly
unsympathetically	unsympathetic|||adjective|||—unsympathetically
unthinkingly	unthinking|||adjective|||—unthinkingly
untidily	untidy|||adjective|||—untidily,—untidiness
untidiness	untidy|||adjective|||—untidily,—untidiness
untruthfully	untruthful|||adjective|||—untruthfully
untypically	untypical|||adjective|||—untypically
unutterably	unutterable|||adjective|||—unutterably
unveiling	unveil|||verb|||—unveiling
unwaveringly	unwavering|||adjective|||—unwaveringly
unwieldiness	unwieldy|||adjective|||—unwieldiness
unwillingly	unwilling|||adjective|||—unwillingly,—unwillingness
unwillingness	unwilling|||adjective|||—unwillingly,—unwillingness
unwisely	unwise|||adjective|||—unwisely
unwitting	unwittingly|||adverb|||—unwitting
unworthiness	unworthy|||adjective|||—unworthiness
upcycling	upcycle|||verb|||—upcycling
upholder	uphold|||verb|||—upholder
upholstered	upholster|||verb|||—upholstered
upland	uplands|||noun|||—upland
upper-class	upper class|||noun|||—upper-class
upper-crust	upper crust|||noun|||—upper-crust
uprightness	upright|||adjective|||—uprightness
uproariously	uproarious|||adjective|||—uproariously
upsetting	upset|||verb|||—upsetting
upward mobility	upwardly mobile|||adjective|||—ˌupward moˈbility
urbanely	urbane|||adjective|||—urbanely,—urbanity
urbanity	urbane|||adjective|||—urbanely,—urbanity
urbanization	urbanized|||adjective|||—urbanization
urgently	urgent|||adjective|||—urgently
urination	urinate|||verb|||—urination
urological	urologist|||noun|||—urology,—urological
urology	urologist|||noun|||—urology,—urological
Uruguayan	Uruguay|||noun|||—Uruguayan
usefully	useful|||adjective|||—usefully
uselessly	useless|||adjective|||—uselessly,—uselessness
uselessness	useless|||adjective|||—uselessly,—uselessness
user-friendliness	user-friendly|||adjective|||—user-friendliness
usurpation	usurp|||verb|||—usurper,—usurpation
usurper	usurp|||verb|||—usurper,—usurpation
uterine	uterus|||noun|||—uterine
utilizable	utilize|||verb|||—utilizable,—utilization
utilization	utilize|||verb|||—utilizable,—utilization
utopian	utopia|||noun|||—utopian,—utopianism
utopianism	utopia|||noun|||—utopian,—utopianism
Uzbek	Uzbekistan|||noun|||—Uzbek
vacantly	vacant|||adjective|||—vacantly
vaccination	vaccinate|||verb|||—vaccination
vacillation	vacillate|||verb|||—vacillation
vaginal	vagina|||noun|||—vaginal
vagueness	vague|||adjective|||—vagueness
vainly	vain|||adjective|||—vainly
validation	validate|||verb|||—validation
validity	valid|||adjective|||—validity
valued	value|||verb|||—valued
vapidity	vapid|||adjective|||—vapidity
variability	variable|||adjective|||—variably,—variability
variably	variable|||adjective|||—variably,—variability
varifocal	varifocals|||noun|||—varifocal
vastness	vast|||adjective|||—vastness
vehemence	vehement|||adjective|||—vehemently,—vehemence
vehemently	vehement|||adjective|||—vehemently,—vehemence
venality	venal|||adjective|||—venality
vending	vend|||verb|||—vending
veneration	venerate|||verb|||—veneration
Venezuelan	Venezuela|||noun|||—Venezuelan
venomously	venomous|||adjective|||—venomously
ventilation	ventilate|||verb|||—ventilation
ventriloquism	ventriloquist|||noun|||—ventriloquism
venture capitalist	venture capital|||noun|||—venture capitalist
verbally	verbal|||adjective|||—verbally
verbosely	verbose|||adjective|||—verbosely,—verbosity
verbosity	verbose|||adjective|||—verbosely,—verbosity
verifiable	verify|||verb|||—verifiable,—verification
verification	verify|||verb|||—verifiable,—verification
versatility	versatile|||adjective|||—versatility
vertebral	vertebra|||noun|||—vertebral
vertical farm	vertical farming|||noun|||—vertical farm
vertically	vertical|||adjective|||—vertically
vexatiously	vexatious|||adjective|||—vexatiously
vexing	vex|||verb|||—vexing
viability	viable|||adjective|||—viably,—viability
viably	viable|||adjective|||—viably,—viability
vibrancy	vibrant|||adjective|||—vibrancy,—vibrantly
vibrantly	vibrant|||adjective|||—vibrancy,—vibrantly
vicariously	vicarious|||adjective|||—vicariously
viciously	vicious|||adjective|||—viciously,—viciousness
viciousness	vicious|||adjective|||—viciously,—viciousness
victimization	victimize|||verb|||—victimization
victoriously	victorious|||adjective|||—victoriously
vidding	vidder|||noun|||—vidding
Viennese	Vienna|||noun|||—Viennese
vigilantism	vigilante|||noun|||—vigilantism
vigilantly	vigilant|||adjective|||—vigilantly
vilely	vile|||adjective|||—vilely,—vileness
vileness	vile|||adjective|||—vilely,—vileness
vilification	vilify|||verb|||—vilification
vindication	vindicate|||verb|||—vindication
vindictively	vindictive|||adjective|||—vindictively,—vindictiveness
vindictiveness	vindictive|||adjective|||—vindictively,—vindictiveness
violator	violate|||verb|||—violator
virologist	virology|||noun|||—virologist
virtuously	virtuous|||adjective|||—virtuously
virulence	virulent|||adjective|||—virulence,—virulently
virulently	virulent|||adjective|||—virulence,—virulently
viscosity	viscous|||adjective|||—viscosity
visualization	visualize|||verb|||—visualization
vitrification	vitrify|||verb|||—vitrification
vivaciously	vivacious|||adjective|||—vivaciously,—vivaciousness,—vivacity
vivaciousness	vivacious|||adjective|||—vivaciously,—vivaciousness,—vivacity
vivacity	vivacious|||adjective|||—vivaciously,—vivaciousness,—vivacity
vividly	vivid|||adjective|||—vividly,—vividness
vividness	vivid|||adjective|||—vividly,—vividness
vivisectionist	vivisection|||noun|||—vivisectionist
vlogger	vlog|||noun|||—vlogging,—vlogger
vlogging	vlog|||noun|||—vlogging,—vlogger
V-necked	V-neck|||noun|||—V-necked
vocalization	vocalize|||verb|||—vocalization
vocally	vocal|||adjective|||—vocally
vociferously	vociferous|||adjective|||—vociferously
volatility	volatile|||adjective|||—volatility
volubly	voluble|||adjective|||—volubly
voluntourist	voluntourism|||noun|||—voluntourist
voluptuously	voluptuous|||adjective|||—voluptuously,—voluptuousness
voluptuousness	voluptuous|||adjective|||—voluptuously,—voluptuousness
voraciously	voracious|||adjective|||—voraciously,—voracity
voracity	voracious|||adjective|||—voraciously,—voracity
voyeurism	voyeur|||noun|||—voyeurism,—voyeuristic,—voyeuristically
voyeuristic	voyeur|||noun|||—voyeurism,—voyeuristic,—voyeuristically
voyeuristically	voyeur|||noun|||—voyeurism,—voyeuristic,—voyeuristically
vulcanization	vulcanize|||verb|||—vulcanization
vulgarization	vulgarize|||verb|||—vulgarization
vulgarly	vulgar|||adjective|||—vulgarly
vulnerability	vulnerable|||adjective|||—vulnerably,—vulnerability
vulnerably	vulnerable|||adjective|||—vulnerably,—vulnerability
wackiness	wacky|||adjective|||—wackiness
waggishly	waggish|||adjective|||—waggishly,—waggishness
waggishness	waggish|||adjective|||—waggishly,—waggishness
Wagnerian	Wagner, Richard|||adjective|||—Wagnerian
wakeboarder	wakeboard|||noun|||—wakeboarder,—wakeboarding
wakeboarding	wakeboard|||noun|||—wakeboarder,—wakeboarding
wakefulness	wakeful|||adjective|||—wakefulness
wanly	wan|||adjective|||—wanly
wantonly	wanton|||adjective|||—wantonly,—wantonness
wantonness	wanton|||adjective|||—wantonly,—wantonness
war criminal	war crime|||noun|||—war criminal
warily	wary|||adjective|||—wariness,—warily
wariness	wary|||adjective|||—wariness,—warily
warm-heartedness	warm-hearted|||adjective|||—warm-heartedness
warmness	warm|||adjective|||—warmness
warmongering	warmonger|||noun|||—warmongering
warty	wart|||noun|||—warty
waspishly	waspish|||adjective|||—waspishly
wastefully	wasteful|||adjective|||—wastefully,—wastefulness
wastefulness	wasteful|||adjective|||—wastefully,—wastefulness
watchfully	watchful|||adjective|||—watchfully,—watchfulness
watchfulness	watchful|||adjective|||—watchfully,—watchfulness
waterlogging	waterlogged|||adjective|||—waterlogging
waterproofed	waterproof|||adjective|||—waterproof,—waterproofed
water ski	water skiing|||noun|||—water ski,—water skier
water skier	water skiing|||noun|||—water ski,—water skier
waywardness	wayward|||adjective|||—waywardness
weakly	weak|||adjective|||—weakly
wearable	wear|||verb|||—wearable@@@wearable|||noun|||
wearily	weary|||adjective|||—wearily,—weariness
weariness	weary|||adjective|||—wearily,—weariness
wearying	weary|||verb|||—wearying
wedge-heel	wedge heels|||noun|||—ˈwedge-heel
weeding	weed|||verb|||—weeding
weightlessness	weightless|||adjective|||—weightlessness
weightlifter	weightlifting|||noun|||—weightlifter
weirdly	weird|||adjective|||—weirdly,—weirdness
weirdness	weird|||adjective|||—weirdly,—weirdness
westernization	westernize|||verb|||—westernization
West German	West Germany|||noun|||—West German
wetly	wet|||adjective|||—wetly,—wetness
wetness	wet|||adjective|||—wetly,—wetness
wheel-clamp	wheel clamp|||noun|||—wheel-clamp
wheezily	wheezy|||adjective|||—wheezily,—wheeziness
wheeziness	wheezy|||adjective|||—wheezily,—wheeziness
whimsically	whimsical|||adjective|||—whimsically
whinger	whinge|||verb|||—whinge,—whinger
whistle-blowing	whistle-blower|||noun|||—whistle-blowing
whiteness	white|||adjective|||—whiteness
white supremacy	white supremacist|||noun|||—white supremacy
whole-heartedly	whole-hearted|||adjective|||—whole-heartedly
wholeness	whole|||adjective|||—wholeness
wholesomeness	wholesome|||adjective|||—wholesomeness
wickedly	wicked|||adjective|||—wickedly,—wickedness
wickedness	wicked|||adjective|||—wickedly,—wickedness
wildcatter	wildcat|||verb|||—wildcatter
wildness	wild|||adjective|||—wildness
wilfully	wilful|||adjective|||—wilfully,—wilfulness
wilfulness	wilful|||adjective|||—wilfully,—wilfulness
wiliness	wily|||adjective|||—wiliness
willingly	willing|||adjective|||—willingly
wimpish, wimpy	wimp|||noun|||—wimpish, wimpy
window-shopper	window-shopping|||noun|||—window-shopper
wind-surf	wind-surfing|||noun|||—wind-surfer,—wind-surf
wind-surfer	wind-surfing|||noun|||—wind-surfer,—wind-surf
wiretap	wiretapping|||noun|||—wiretap,—wiretap@@@wiretapping|||noun|||—wiretap,—wiretap
wisely	wise|||adjective|||—wisely
wispy	wisp|||noun|||—wispy
wistfully	wistful|||adjective|||—wistfully,—wistfulness
wistfulness	wistful|||adjective|||—wistfully,—wistfulness
witheringly	withering|||adjective|||—witheringly
witlessly	witless|||adjective|||—witlessly,—witlessness
witlessness	witless|||adjective|||—witlessly,—witlessness
wittily	witty|||adjective|||—wittily,—wittiness
wittiness	witty|||adjective|||—wittily,—wittiness
woefully	woeful|||adjective|||—woefully
wolfish	wolf|||noun|||—wolfish
