aback	aback	 adverb	surprised
save	save	 verb	to keep something and not sell it or give or throw it away
save	save	 verb	to keep something so that someone else can use it later
save	save	 verb	to spend less money
saving	saving	 noun	the only good feature of something
saving	saving	 noun	something that stops someone or something from being completely bad
savoury	savoury	 adjective	with a taste that is not sweet
say	say	 verb	to say something
say	say	 verb	to say something publicly or officially
say	say	 verb	to say that something is definitely true
say	say	 verb	to say clearly what your opinion is
say	say	 verb	to say that something you previously said was true is not true
say	say	 verb	to say something in an indirect way
say	say	 verb	to say something suddenly or unexpectedly
say	say	 verb	to say something quietly or unclearly
say	say	 verb	to say something angrily
say	say	 verb	not saying anything
say	say	 verb	something someone says
say	say	 verb	what people say about something
say	say	 verb	to accept an offer, invitation, or request
say	say	 verb	to advise someone
say	say	 verb	to do what someone advises you to do
say	say	 verb	to blame someone for something
say	say	 verb	to describe something or someone in a particular way
say	say	 verb	to control people or to control what happens
say	say	 verb	to explain something
say	say	 verb	to express what you think or feel
say	say	 verb	to tell someone that they must not do something
say	say	 verb	to say or wave goodbye to someone
say	say	 verb	ways to ask someone to say hello to someone else for you
say	say	 verb	to say hello to someone
say	say	 verb	asking what the result will be if something happens
say	say	 verb	ways of saying that no one knows something
say	say	 verb	to let someone do something
say	say	 verb	when something has a meaning that is not directly stated
say	say	 verb	to say no to a question, request or suggestion
say	say	 verb	to obey someone
say	say	 verb	to praise someone or something
say	say	 verb	not able to be predicted
say	say	 verb	to tell someone the reason for something
say	say	 verb	to say that you will not do something
say	say	 verb	to reject an offer or suggestion
say	say	 verb	to officially reject a request or suggestion
say	say	 verb	to say something again
say	say	 verb	ways of asking someone to repeat something
say	say	 verb	to show information or measurements on a machine or sign
say	say	 verb	to show that someone or something is good
say	say	 verb	to tell someone that you are sorry you did something
say	say	 verb	to not talk about a particular subject
say	say	 verb	to talk to someone
say	say	 verb	ways of saying that a book, notice etc gives information
say	say	 verb	to say thank you to someone
say	say	 noun	to say something
say	say	 noun	to say something publicly or officially
say	say	 noun	to say that something is definitely true
say	say	 noun	to say clearly what your opinion is
say	say	 noun	to say that something you previously said was true is not true
say	say	 noun	to say something in an indirect way
say	say	 noun	to say something suddenly or unexpectedly
say	say	 noun	to say something quietly or unclearly
say	say	 noun	to say something angrily
say	say	 noun	not saying anything
say	say	 noun	something someone says
say	say	 noun	what people say about something
say	say	 noun	the ability to control people and events
say	say	 noun	having no power
saying	saying	 noun	a phrase or sentence that is well-known or often used
say-so	say-so	 noun	official permission to do something
scald	scald	 verb	to burn yourself
scalding	scalding	 adjective	food/drink
scale	scale	 noun	how big something is
scale	scale	 noun	having a big effect
scale	scale	 noun	a standard by which something is judged
scale	scale	 verb	to climb up or down something
scale	scale	 verb	when a company reduces its activities, the amount it spends etc
scaly	scaly	 adjective	not smooth
scam	scam	 noun	when people are dishonest in order to get money
scam	scam	 noun	a trick
scam	scam	 noun	someone who tricks other people
scamper	scamper	 verb	to run with short quick steps
scan	scan	 verb	to read something quickly
scandal	scandal	 noun	news that people tell each other
scandal	scandal	 noun	things that people say, which may or may not be true
scandalize	scandalize	 verb	feeling shocked and offended
scandalous	scandalous	 adjective	a situation that you think is wrong or immoral
scandalously	scandalous	 adjective	a situation that you think is wrong or immoral
scapegoat	scapegoat	 noun	someone who is unfairly blamed for something
scar	scar	 noun	a mark on someone's skin
scarce	scarce	 adjective	not enough
scarce	scarce	 adjective	to leave quickly in order to avoid trouble, danger etc
scarce	scarce	 adjective	not common and existing only in small numbers
scarcely	scarcely	 adverb	very few
scarcely	scarcely	 adverb	rarely/not often
scare	scare	 verb	to make someone feel frightened
scare	scare	 verb	to deliberately frighten someone
scare	scare	 verb	someone who easily gets frightened
scare	scare	 noun	an event or situation that frightens people
scared	scared	 adjective	frightened of someone or something
scared	scared	 adjective	when you do not want to do something because you are frightened
scared	scared	 adjective	fear of being in high places
scary	scary	 adjective	making you feel frightened
scathing	scathing	 adjective	intended to criticize someone or something
scathingly	scathing	 adjective	intended to criticize someone or something
scatter	scatter	 verb	when a crowd of people leave a place
scatter	scatter	 verb	when people go in many directions
scatter	scatter	 verb	to spread things over a wide area
scattered	scattered	 adjective	when people or things are spread over a wide area
scenario	scenario	 noun	what is happening in a particular place or at a particular time
scene	scene	 noun	to behave in a very angry way
scene	scene	 noun	a series of bad things that happen at the same time
scene	scene	 noun	part of a story/book/film/play etc
scene	scene	 noun	to provide the necessary conditions for something to happen
scene	scene	 noun	something that you see
scene	scene	 noun	to be at an event where you are not now
scenery	scenery	 noun	what you see in an area of land
scenic	scenic	 adjective	place/countryside/view
scenically	scenic	 adjective	place/countryside/view
scent	scent	 noun	to succeed in escaping from someone who is chasing you
scent	scent	 noun	a smell
scent	scent	 noun	a good smell
scent	scent	 verb	to smell something
sceptical	sceptical	 adjective	when you do not believe something
sceptically	sceptical	 adjective	when you do not believe something
schedule	schedule	 noun	before the usual or expected time
schedule	schedule	 noun	to have done less than you planned to do
schedule	schedule	 noun	a list of events or activities
schedule	schedule	 noun	to finish a piece of work within the time that is allowed for it
schedule	schedule	 noun	a plan of the times when things will happen
schedule	schedule	 noun	a list of times of trains, classes, or activities
schedule	schedule	 verb	words for describing something that has been planned
schedule	schedule	 verb	to arrange a time for something to happen
scheme	scheme	 noun	a plan to do something
scheme	scheme	 noun	a plan to do something bad
scheme	scheme	 verb	to plan something bad
schemer	scheme	 verb	to plan something bad
scholarly	scholarly	 adjective	serious books, ideas etc that are intended for intelligent people
scholarship	scholarship	 noun	money given to a student to pay for his or her education
school	school	 noun	school
school	school	 noun	schools for very young children
school	school	 noun	schools for children between the ages of about 5 and 12
school	school	 noun	schools for older children
school	school	 noun	a place where people over 18 can study
school	school	 noun	one of the periods into which the year is divided at school, university etc
school	school	 noun	what you get when you finish a course successfully
school	school	 noun	the process of studying and being taught
school	school	 noun	a group of people who are similar or have similar ideas
school	school	 noun	what a particular group think about something
school	school	 noun	to stay somewhere a little longer
schoolboy	schoolboy	 noun	a student
schoolkid	schoolkid	 noun	a student
school-leaver	school-leaver	 noun	someone who leaves school or college
